,Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size,Spawn Rate,Statistics Weight,Notifications Weight,Get Accounts Weight,Put Accounts Weight,Unnamed: 29
10400,1745558230,409,,Aggregated,64.0,0.0,39.0,52.0,67.0,88.0,140.0,170.0,210.0,230.0,360.0,390.0,390.0,4513,0,39.0,59.158001949895336,10.947400001896312,391.78419999734615,152.67626855750055,6,1,64,64,16,
10500,1745558335,126,,Aggregated,30.8,0.0,110.0,130.0,150.0,160.0,210.0,270.0,360.0,370.0,380.0,380.0,380.0,428,0,110.0,111.47930794389896,12.342900001385717,381.4198000000033,158.3341121495327,9,8,128,32,2,
10600,1745558436,1026,,Aggregated,168.4,0.0,40.0,56.0,83.0,110.0,170.0,250.0,310.0,360.0,1000.0,1100.0,1100.0,11658,0,40.0,74.02563718478723,9.604999999282882,1116.9913000012457,79.1578315319952,9,8,128,32,2,
10700,1745558543,351,,Aggregated,65.1,0.0,52.0,100.0,140.0,190.0,270.0,300.0,340.0,360.0,530.0,530.0,530.0,1914,0,52.0,104.35603793106482,15.882800002145814,533.1372000000556,117.84378265412748,9,64,1,16,32,
10800,1745558644,431,,Aggregated,67.6,0.0,44.0,55.0,66.0,78.0,130.0,210.0,280.0,310.0,490.0,530.0,530.0,8729,0,44.0,65.30830825981526,12.924099999509052,533.1372000000556,79.98178485508076,9,64,1,16,32,
10900,1745558748,320,,Aggregated,54.3,0.0,44.0,67.0,92.0,110.0,150.0,190.0,230.0,300.0,440.0,450.0,450.0,2383,0,44.0,68.05033780943499,10.20079999943846,446.714300000167,88.82123373898447,5,8,8,2,16,
11000,1745558849,569,,Aggregated,86.7,0.0,43.0,55.0,67.0,78.0,120.0,160.0,210.0,250.0,410.0,460.0,490.0,10744,0,43.0,59.2824121276847,10.20079999943846,493.7400000017078,55.17526061057335,5,8,8,2,16,
11100,1745558954,328,,Aggregated,48.1,0.0,43.0,57.0,70.0,90.0,140.0,170.0,220.0,250.0,280.0,310.0,310.0,4253,0,43.0,62.85021570656653,11.107599999377271,314.17660000079195,131.1540089348695,8,4,2,4,1,
11200,1745559060,168,,Aggregated,51.3,15.6,170.0,210.0,240.0,270.0,340.0,390.0,430.0,460.0,500.0,500.0,500.0,771,276,170.0,184.3393656291068,18.087299999024253,504.3691999999282,151.80933852140078,12,2,4,2,1,
11300,1745559162,1119,,Aggregated,167.5,0.0,130.0,220.0,310.0,380.0,500.0,650.0,820.0,870.0,1200.0,1600.0,1600.0,18870,4896,130.0,209.87258039214015,10.248499998851912,1612.1454999993148,109.1461579226285,12,2,4,2,1,
11400,1745559266,273,,Aggregated,51.1,0.0,62.0,100.0,130.0,160.0,230.0,270.0,330.0,380.0,1300.0,1300.0,1300.0,1510,8,61.0,103.13915675505032,13.4743000016897,1330.0173000025095,123.51986754966887,7,32,4,32,128,
11500,1745559367,973,,Aggregated,156.9,0.0,54.0,72.0,97.0,120.0,200.0,300.0,370.0,410.0,700.0,1300.0,1300.0,12833,8,54.0,88.2298225200861,10.62169999931939,1330.0173000025095,102.91973817501751,7,32,4,32,128,
11600,1745559472,448,,Aggregated,76.8,0.0,52.0,83.0,120.0,150.0,280.0,320.0,380.0,440.0,640.0,650.0,650.0,3337,0,52.0,99.69393904711706,10.965400000713998,647.1367000012833,93.83008690440516,7,32,16,8,4,
11700,1745559573,1148,,Aggregated,182.6,0.0,53.0,80.0,110.0,140.0,230.0,350.0,430.0,490.0,750.0,930.0,930.0,17344,0,53.0,96.4753749654177,10.078200000862124,929.0682999999262,71.60407057195572,7,32,16,8,4,
11800,1745559679,447,,Aggregated,67.4,0.0,97.0,200.0,310.0,370.0,600.0,850.0,1000.0,1100.0,1500.0,1900.0,1900.0,6967,1318,97.0,220.73278425432792,12.98540000061621,1945.346999997128,158.62695564805512,11,2,2,32,64,
11900,1745559784,221,,Aggregated,94.1,66.9,370.0,640.0,850.0,1000.0,1300.0,1600.0,2200.0,2300.0,3300.0,3300.0,3300.0,1183,836,370.0,592.1821499576724,22.591499997361097,3321.504499999719,155.20963651732882,16,64,4,128,2,
12000,1745559885,1799,,Aggregated,134.9,54.7,3500.0,5200.0,6200.0,7100.0,8600.0,11000.0,15000.0,18000.0,27000.0,36000.0,41000.0,14721,7260,3500.0,4262.222262862556,22.591499997361097,40559.41459999667,149.13905305346103,16,64,4,128,2,
12100,1745591306,195,,Aggregated,37.5,0.0,61.0,100.0,120.0,130.0,170.0,210.0,250.0,270.0,420.0,430.0,430.0,1078,0,61.0,83.08631020431616,11.000300000887364,433.36680000356864,150.34230055658628,5,128,16,128,32,
12200,1745591408,695,,Aggregated,110.2,0.0,88.0,120.0,140.0,160.0,210.0,260.0,330.0,380.0,490.0,620.0,620.0,9243,0,88.0,107.90407045331652,11.000300000887364,624.8137000002316,154.78870496592015,5,128,16,128,32,
12300,1745604611,320,,Aggregated,56.6,0.0,50.0,76.0,98.0,110.0,140.0,160.0,180.0,240.0,1200.0,1200.0,1200.0,2361,0,50.0,72.92012007624264,15.867399999933696,1222.07729999991,192.24565861922915,5,4,4,128,4,
12400,1745604712,568,,Aggregated,86.9,0.0,41.0,54.0,65.0,74.0,110.0,130.0,160.0,180.0,600.0,1200.0,1200.0,10869,0,41.0,54.66627198454359,12.64919999994163,1222.07729999991,224.21648725733735,5,4,4,128,4,
12500,1745605670,356,,Aggregated,58.9,0.0,46.0,69.0,90.0,100.0,130.0,160.0,220.0,270.0,670.0,710.0,710.0,3390,0,46.0,65.23797262536833,13.6517000000822,706.2270000001263,119.9858407079646,4,1,1,32,128,
12600,1745605775,112,,Aggregated,28.2,0.0,88.0,110.0,120.0,120.0,140.0,160.0,180.0,190.0,210.0,210.0,210.0,376,0,87.0,81.21022606384331,11.852099999941856,207.2761999997965,159.54521276595744,8,16,64,16,2,
12700,1745605885,909,,Aggregated,185.6,65.9,77.0,140.0,200.0,300.0,1900.0,5200.0,6200.0,6400.0,16000.0,18000.0,18000.0,10904,1076,77.0,642.6131337124016,9.025500000007014,18169.05910000014,79.95643800440206,8,16,64,16,2,
12800,1745605992,392,,Aggregated,72.3,0.0,47.0,74.0,100.0,110.0,130.0,150.0,160.0,170.0,210.0,210.0,210.0,2450,0,47.0,64.04994183673278,9.85259999970367,214.8938000000271,97.79102040816326,8,1,8,1,8,
12900,1745606094,1200,,Aggregated,193.6,0.0,48.0,75.0,100.0,110.0,150.0,180.0,240.0,290.0,450.0,830.0,830.0,17003,0,48.0,70.46981116861807,8.03089999999429,828.7005000001955,59.886078927248136,8,1,8,1,8,
13000,1745606427,684,,Aggregated,115.2,0.0,36.0,58.0,87.0,100.0,130.0,150.0,170.0,190.0,230.0,250.0,250.0,5682,0,36.0,56.59471705385494,8.308800000122574,253.77479999997377,85.56353396691306,9,2,64,8,16,
13100,1745606531,240,,Aggregated,244.7,0.0,64.0,120.0,170.0,200.0,370.0,530.0,690.0,780.0,1700.0,2300.0,2300.0,25742,0,64.0,138.32054240152289,7.963300000028539,2314.1922000004342,64.4933960065263,9,2,64,8,16,
13200,1745606634,379,,Aggregated,59.5,0.0,43.0,58.0,73.0,85.0,120.0,140.0,170.0,190.0,290.0,300.0,300.0,5449,0,43.0,57.07576224995304,9.348900000077265,298.77329999999347,218.3147366489264,8,4,16,64,32,
13300,1745606740,338,,Aggregated,150.9,116.3,370.0,460.0,550.0,610.0,720.0,830.0,980.0,1100.0,1200.0,1200.0,1200.0,3047,2170,370.0,398.2382612733781,17.239899999822228,1222.7551000000858,128.86412865113226,13,64,4,4,128,
13400,1745606849,1618,,Aggregated,207.8,0.3,320.0,470.0,600.0,700.0,1000.0,1400.0,1800.0,2000.0,4000.0,5700.0,5700.0,23895,4700,320.0,468.4062839757255,12.523600000349688,5661.791300000004,68.56911487758946,13,64,4,4,128,
13500,1745606964,400,,Aggregated,60.7,0.0,150.0,260.0,380.0,470.0,890.0,1400.0,1900.0,2100.0,2500.0,2500.0,2500.0,5262,1418,150.0,319.0847598821731,12.123799999699258,2541.3073999998232,84.61630558722919,12,64,16,4,1,
13600,1745607065,400,,Aggregated,59.1,0.0,47.0,74.0,140.0,190.0,440.0,830.0,1500.0,1800.0,2400.0,2500.0,2500.0,11417,1418,47.0,170.68028845581284,10.175899999921969,2541.3073999998232,46.30673556976439,12,64,16,4,1,
13700,1745607169,693,,Aggregated,106.0,0.0,100.0,210.0,300.0,360.0,490.0,600.0,730.0,820.0,1000.0,1100.0,1100.0,10777,3692,100.0,186.33011029971084,8.17239999969388,1145.0087999996867,90.83288484736012,9,32,64,8,16,
13800,1745607434,112,,Aggregated,26.9,0.0,81.0,100.0,110.0,110.0,120.0,130.0,140.0,140.0,150.0,150.0,150.0,401,0,81.0,77.22167855361685,11.905100000149105,150.2306000002136,167.88279301745635,7,2,4,8,1,
13900,1745607535,725,,Aggregated,114.5,0.0,46.0,60.0,74.0,88.0,120.0,160.0,190.0,210.0,260.0,340.0,340.0,9049,0,46.0,61.509048469445794,11.567100000320352,336.1322000000655,160.92772682064316,7,2,4,8,1,
14000,1745607640,369,,Aggregated,67.9,0.0,51.0,91.0,110.0,120.0,150.0,170.0,210.0,260.0,350.0,370.0,370.0,2067,0,51.0,74.29048287371603,11.019699999451404,374.8672000001534,163.24141267537493,9,4,32,64,32,
14100,1745607741,1269,,Aggregated,204.3,0.0,41.0,55.0,68.0,84.0,130.0,160.0,180.0,200.0,330.0,360.0,370.0,16976,0,41.0,57.6461248291681,8.570599999984552,374.8672000001534,198.2434024505184,9,4,32,64,32,
14200,1745607849,920,,Aggregated,213.9,65.9,310.0,430.0,540.0,610.0,910.0,1300.0,1600.0,1900.0,2100.0,2200.0,2200.0,11850,5542,310.0,419.42029637974974,13.196699999753037,2206.8632999998954,111.55527426160336,14,64,1,8,64,
14300,1745607957,1661,,Aggregated,251.8,0.0,210.0,320.0,410.0,490.0,750.0,1200.0,1500.0,1800.0,4000.0,4800.0,4800.0,37899,6573,210.0,339.1818099052779,9.872099999483908,4848.503999999593,67.6781973139133,14,64,1,8,64,
14400,1745608059,261,,Aggregated,41.6,0.0,30.0,38.0,49.0,60.0,110.0,140.0,160.0,170.0,200.0,200.0,200.0,4102,0,30.0,44.6212595806844,8.848700000271492,203.50589999998192,138.323988298391,10,1,16,16,2,
14500,1745608164,176,,Aggregated,38.8,0.0,51.0,97.0,110.0,120.0,130.0,140.0,150.0,160.0,170.0,170.0,170.0,736,0,50.0,69.47006304348051,10.946500000500237,170.86990000007063,162.55298913043478,8,8,64,128,2,
14600,1745608265,536,,Aggregated,82.8,0.0,39.0,51.0,62.0,73.0,110.0,140.0,170.0,200.0,250.0,270.0,270.0,8618,0,39.0,52.74088101648235,9.599299999536017,266.38830000047165,142.93780459503364,8,8,64,128,2,
14700,1745608372,330,,Aggregated,47.6,0.0,190.0,380.0,510.0,590.0,970.0,1600.0,2100.0,2300.0,2700.0,2700.0,2700.0,3519,1206,190.0,388.7851829212848,9.619299999940267,2712.65510000012,101.08468314862176,12,16,8,1,16,
14800,1745608473,330,,Aggregated,50.1,0.0,35.0,64.0,140.0,200.0,520.0,810.0,1600.0,2000.0,2500.0,2700.0,2700.0,8566,1206,35.0,178.40063169507593,8.474399999613524,2712.65510000012,50.54202661685734,12,16,8,1,16,
14900,1745608578,132,,Aggregated,20.9,0.0,440.0,650.0,780.0,880.0,1100.0,1400.0,1700.0,1900.0,2300.0,2400.0,2400.0,4658,3146,440.0,524.4225738943773,11.075999999775377,2350.034300000516,109.22048089308716,14,64,8,4,8,
15000,1745608679,132,,Aggregated,19.7,0.0,190.0,460.0,630.0,730.0,990.0,1300.0,1600.0,1800.0,2300.0,2400.0,2400.0,6674,3146,190.0,377.0895926131264,9.898299999804294,2350.034300000516,82.85421036859455,14,64,8,4,8,
15100,1745608794,1568,,Aggregated,201.4,0.0,590.0,850.0,1000.0,1100.0,1300.0,1600.0,3000.0,5200.0,7200.0,8100.0,8100.0,18086,3564,590.0,752.935387056293,11.163500000293425,8107.576100000188,108.94161229680417,16,2,4,2,4,
15200,1745608935,173,,Aggregated,25.7,0.0,130.0,490.0,710.0,840.0,1800.0,4000.0,4800.0,5200.0,5300.0,5500.0,5500.0,1808,256,130.0,672.2547351216887,21.929200000158744,5473.115099999632,78.45298672566372,15,8,32,2,2,
15300,1745609037,173,,Aggregated,25.4,0.0,53.0,72.0,98.0,150.0,730.0,1400.0,4000.0,4600.0,5300.0,5500.0,5500.0,4460,256,53.0,303.1777306277985,17.416599999705795,5473.115099999632,40.39686098654708,15,8,32,2,2,
15400,1745609140,183,,Aggregated,28.5,0.0,83.0,140.0,180.0,230.0,360.0,450.0,620.0,700.0,790.0,840.0,840.0,3429,1066,83.0,142.28350912801247,8.621700000730925,844.8112000005494,86.23797025371829,11,2,64,8,32,
15500,1745609246,36,,Aggregated,0.0,0.0,250.0,300.0,400.0,450.0,580.0,590.0,610.0,630.0,630.0,630.0,630.0,81,48,250.0,294.74874197534024,82.73240000016813,629.5228999997562,155.77777777777777,12,16,128,1,128,
15600,1745609367,352,,Aggregated,50.8,0.0,390.0,850.0,1200.0,1400.0,2000.0,4000.0,5400.0,9000.0,14000.0,14000.0,14000.0,5929,336,390.0,959.3278001686512,9.20510000014474,14204.258700000535,41.950413223140494,12,16,128,1,128,
15700,1745609484,416,,Aggregated,46.4,0.0,390.0,680.0,930.0,1100.0,1700.0,2100.0,2600.0,3200.0,5400.0,6600.0,6600.0,2526,0,390.0,686.9368368171178,25.09250000002794,6620.889400000124,91.85787806809184,8,32,64,8,32,
15800,1745609632,133,,Aggregated,29.7,0.0,160.0,180.0,200.0,210.0,240.0,260.0,290.0,300.0,330.0,330.0,330.0,511,0,160.0,156.97214383560467,22.136600000521867,331.353699999454,162.9784735812133,7,8,128,128,1,
15900,1745609734,237,,Aggregated,37.0,0.0,67.0,99.0,130.0,150.0,210.0,260.0,330.0,410.0,700.0,750.0,750.0,4365,0,67.0,96.24583667812128,10.30090000040218,754.7631999996156,112.65315005727376,7,8,128,128,1,
16000,1745609844,255,,Aggregated,38.6,0.0,330.0,510.0,610.0,680.0,920.0,1400.0,1800.0,2200.0,2800.0,3100.0,3100.0,2114,122,330.0,443.4517185903616,23.150799999712035,3139.3356999997195,131.60170293282877,12,4,128,128,1,
16100,1745609948,255,,Aggregated,41.7,0.0,95.0,130.0,180.0,250.0,570.0,790.0,1300.0,1700.0,2500.0,3100.0,3100.0,6115,122,95.0,210.18060866721837,20.18020000014076,3139.3356999997195,114.11937857726902,12,4,128,128,1,
16200,1745610052,93,,Aggregated,14.0,0.0,55.0,77.0,99.0,110.0,140.0,170.0,190.0,200.0,250.0,250.0,250.0,1159,0,55.0,71.60524900775339,14.6945999995296,250.57039999956032,110.93097497842967,4,4,1,16,64,
16300,1745610153,93,,Aggregated,14.3,0.0,37.0,49.0,63.0,73.0,110.0,140.0,170.0,190.0,230.0,250.0,250.0,2588,0,37.0,51.07063512363945,13.336999999410182,250.57039999956032,106.9613601236476,4,4,1,16,64,
16400,1745610259,335,,Aggregated,53.1,0.0,35.0,47.0,58.0,69.0,110.0,130.0,150.0,160.0,240.0,260.0,260.0,4855,0,35.0,48.54249917611954,11.254299999563957,255.54990000000544,105.22842430484036,7,2,16,32,128,
16500,1745610364,118,,Aggregated,94.7,73.5,360.0,470.0,530.0,560.0,640.0,710.0,780.0,830.0,880.0,910.0,910.0,2179,1552,360.0,361.82116379071937,10.164899999836052,912.4310000006516,128.98072510325838,13,128,64,32,32,
16600,1745610465,118,,Aggregated,17.4,0.0,79.0,270.0,390.0,450.0,570.0,650.0,730.0,780.0,870.0,910.0,910.0,4017,1552,79.0,211.37151060492823,10.0456000000122,912.4310000006516,94.0570077172019,13,128,64,32,32,
16700,1745621544,459,,Aggregated,54.9,0.0,490.0,810.0,1100.0,1300.0,1700.0,1900.0,2200.0,3300.0,4300.0,5300.0,5300.0,2913,26,490.0,723.827557775462,26.707699998951284,5293.860699999641,148.03295571575694,9,32,8,64,1,
16800,1745621683,110,,Aggregated,31.0,0.0,200.0,240.0,260.0,280.0,310.0,330.0,380.0,390.0,420.0,420.0,420.0,346,0,200.0,197.7259106935227,26.516099998843856,423.84239999955753,160.85260115606937,10,32,16,1,32,
16900,1745621788,1120,,Aggregated,175.1,0.0,89.0,150.0,210.0,240.0,360.0,530.0,910.0,1200.0,2600.0,2700.0,2700.0,12475,8,89.0,169.91451611220725,11.014799998520177,2722.222200001852,54.19158316633266,10,32,16,1,32,
17000,1745621915,440,,Aggregated,51.8,0.0,550.0,910.0,1300.0,1400.0,1800.0,2000.0,3300.0,5100.0,5600.0,6800.0,6800.0,2486,0,550.0,833.2258219227737,19.215099997381916,6783.392400000594,96.14400643604183,10,2,16,4,64,
17100,1745622031,620,,Aggregated,96.4,0.0,89.0,540.0,1600.0,2100.0,3100.0,3500.0,7300.0,18000.0,26000.0,26000.0,26000.0,12015,59,89.0,1143.9631540907264,12.16049999857205,26416.740600001503,48.08239700374532,10,2,16,4,64,
17200,1745622136,125,,Aggregated,18.7,0.0,27.0,34.0,45.0,62.0,140.0,300.0,390.0,420.0,470.0,470.0,470.0,1920,0,27.0,60.41495125005554,7.752100002107909,473.6857999996573,39.421875,10,16,64,2,2,
17300,1745622243,176,,Aggregated,43.6,4.8,210.0,290.0,340.0,370.0,470.0,560.0,770.0,820.0,1100.0,1100.0,1100.0,661,54,210.0,258.23458577903943,23.143099999288097,1096.3334999978542,155.52647503782148,11,2,4,32,128,
17400,1745622344,180,,Aggregated,27.0,0.0,53.0,81.0,110.0,140.0,260.0,380.0,500.0,730.0,1000.0,1100.0,1100.0,3465,54,53.0,104.61687982681504,14.4635999968159,1096.3334999978542,108.7945165945166,11,2,4,32,128,
17500,1745622472,630,,Aggregated,52.7,0.1,1700.0,2000.0,2200.0,2400.0,3300.0,7000.0,12000.0,14000.0,17000.0,17000.0,17000.0,2653,49,1700.0,2173.850676630211,42.34150000047521,17239.6785000019,110.35205427817564,15,64,8,16,2,
17600,1745622624,330,,Aggregated,54.5,0.8,1000.0,1400.0,1700.0,2300.0,4600.0,5500.0,6100.0,6400.0,6900.0,7100.0,7100.0,1349,292,1000.0,1667.7437507042644,19.591599997511366,7065.545599998586,140.83617494440327,15,16,1,2,1,
17700,1745622794,80,,Aggregated,25.0,0.0,170.0,200.0,220.0,240.0,290.0,340.0,430.0,460.0,490.0,490.0,490.0,260,0,170.0,175.23453423094068,21.95890000075451,492.6333999974304,180.35384615384612,10,16,1,32,2,
17800,1745622896,152,,Aggregated,23.6,0.0,45.0,63.0,82.0,100.0,160.0,220.0,300.0,340.0,460.0,490.0,490.0,2762,0,45.0,73.22567241134085,15.618199999153148,492.6333999974304,176.96777697320783,10,16,1,32,2,
17900,1745623000,170,,Aggregated,32.7,0.0,57.0,92.0,100.0,110.0,140.0,170.0,200.0,210.0,280.0,280.0,280.0,862,0,57.0,72.86251206502074,13.162600000214296,282.4611999967601,188.9292343387471,5,2,8,128,16,
18000,1745623104,324,,Aggregated,49.4,0.0,100.0,140.0,170.0,190.0,250.0,310.0,410.0,550.0,1100.0,1100.0,1100.0,6003,0,100.0,127.5570410627963,9.752099998877384,1093.176799997309,274.30034982508744,5,2,8,128,16,
18100,1745623212,320,,Aggregated,54.3,0.0,45.0,85.0,110.0,120.0,150.0,180.0,210.0,240.0,290.0,300.0,300.0,2394,0,45.0,70.25925417710201,8.460400000330992,304.74150000009104,75.26315789473684,5,64,32,1,4,
18200,1745623327,825,,Aggregated,130.6,0.0,53.0,93.0,140.0,210.0,3000.0,4500.0,4900.0,5400.0,15000.0,17000.0,17000.0,12454,10,53.0,639.2848088887198,8.460400000330992,16881.2605000021,39.9748675124458,5,64,32,1,4,
18300,1745623442,1318,,Aggregated,226.6,10.7,540.0,820.0,1400.0,2300.0,4100.0,5400.0,6900.0,7300.0,8600.0,8800.0,8800.0,17855,6849,540.0,1328.886039098329,20.592799999576528,8787.478400001419,150.08160179221505,13,64,8,128,8,
18400,1745623580,261,,Aggregated,38.1,0.0,120.0,170.0,230.0,260.0,330.0,410.0,510.0,620.0,980.0,1000.0,1000.0,2169,0,120.0,164.1544837252508,18.50040000135777,1000.9133999992628,75.73029045643153,7,64,8,4,64,
18500,1745623682,261,,Aggregated,41.3,0.0,78.0,110.0,130.0,140.0,210.0,290.0,380.0,470.0,740.0,1000.0,1000.0,6232,0,78.0,105.534110157254,11.875299998791888,1000.9133999992628,36.59980744544288,7,64,8,4,64,
18600,1745623790,902,,Aggregated,169.8,28.0,600.0,1100.0,1600.0,2100.0,4100.0,4700.0,8400.0,18000.0,22000.0,22000.0,22000.0,10171,4649,600.0,1500.4985483433466,11.547699999937322,21670.374100001936,124.6980631206371,11,1,32,16,2,
18700,1745623914,196,,Aggregated,41.3,0.0,76.0,120.0,170.0,190.0,320.0,360.0,420.0,440.0,560.0,560.0,560.0,916,0,76.0,124.09727128820182,9.052500001416774,558.1824000000779,161.1244541484716,7,16,8,64,64,
18800,1745624016,903,,Aggregated,146.5,0.0,72.0,94.0,120.0,140.0,250.0,340.0,410.0,460.0,860.0,890.0,890.0,11229,0,72.0,108.43075125121356,9.052500001416774,887.755499999912,191.3183720723128,7,16,8,64,64,
18900,1745624147,246,,Aggregated,36.5,0.0,150.0,600.0,880.0,1000.0,1900.0,4800.0,7400.0,7800.0,8500.0,8600.0,8600.0,2883,322,150.0,834.7189223378625,8.193199999368517,8586.741999999504,88.3166840097121,15,8,128,32,8,
19000,1745624249,246,,Aggregated,39.0,0.0,63.0,92.0,130.0,230.0,940.0,1600.0,5000.0,7200.0,8500.0,8600.0,8600.0,6670,322,63.0,396.8772162218949,8.193199999368517,8586.741999999504,75.8296851574213,15,8,128,32,8,
19100,1745624356,106,,Aggregated,15.7,0.0,46.0,65.0,86.0,100.0,140.0,170.0,210.0,240.0,320.0,320.0,320.0,1693,0,46.0,67.93857176608346,17.10610000009183,319.1494999991846,143.497341996456,5,2,8,8,8,
19200,1745624461,331,,Aggregated,151.8,128.7,490.0,670.0,870.0,980.0,1400.0,2100.0,2800.0,2900.0,3900.0,3900.0,3900.0,2697,2206,490.0,698.7020256581151,19.900999999663327,3895.308899998781,140.32703003337042,16,16,4,64,64,
19300,1745624569,493,,Aggregated,77.3,0.0,1000.0,2400.0,3500.0,4300.0,5600.0,6500.0,9800.0,20000.0,24000.0,24000.0,24000.0,18411,10901,1000.0,2262.229306349457,13.72790000095847,23851.72600000078,157.98457443919395,16,16,4,64,64,
19400,1745624672,208,,Aggregated,37.2,0.0,32.0,58.0,84.0,94.0,120.0,170.0,200.0,230.0,280.0,300.0,300.0,1360,6,31.0,56.39534014702643,8.905200000299374,304.81720000170753,85.2875,4,64,32,1,8,
19500,1745624772,608,,Aggregated,98.4,0.0,41.0,55.0,68.0,79.0,120.0,160.0,220.0,270.0,340.0,380.0,380.0,8671,6,41.0,58.25066203439075,8.905200000299374,375.8799999995972,41.96251874062968,4,64,32,1,8,
19600,1745624882,283,,Aggregated,42.7,0.0,600.0,1200.0,1900.0,2600.0,3500.0,4000.0,4400.0,4600.0,4900.0,6000.0,6000.0,8284,5264,600.0,1220.4684201352,10.1396999998542,5979.849299998023,109.59608884596813,12,64,4,8,2,
19700,1745624988,77,,Aggregated,34.75,4.0,170.0,260.0,270.0,290.0,320.0,340.0,390.0,390.0,450.0,450.0,450.0,217,34,170.0,190.076247926203,30.15859999868553,446.6566999981296,177.76036866359448,11,128,2,32,128,
19800,1745625093,1188,,Aggregated,175.1,66.5,290.0,470.0,780.0,1000.0,2400.0,3300.0,5400.0,6200.0,9500.0,9800.0,9900.0,15386,5194,290.0,783.1132574938194,12.92470000043977,9920.421599999829,99.61412972832446,11,128,2,32,128,
19900,1745625206,336,,Aggregated,61.2,0.0,78.0,140.0,210.0,250.0,430.0,510.0,790.0,1200.0,1600.0,1600.0,1600.0,1968,68,78.0,168.43797291665072,15.56920000075479,1602.9527999999118,99.0076219512195,8,4,2,1,128,
20000,1745625307,1136,,Aggregated,182.0,0.1,68.0,95.0,120.0,150.0,300.0,430.0,580.0,740.0,1300.0,1600.0,1600.0,15223,74,68.0,120.20107207515804,14.52449999851524,1602.9527999999118,44.41548971950338,8,4,2,1,128,
20100,1745625415,65,,Aggregated,9.6,0.0,38.0,86.0,180.0,270.0,620.0,1000.0,1500.0,1600.0,1600.0,1600.0,1600.0,909,90,38.0,198.77639163914523,10.857600002054824,1639.5430000011402,116.7832783278328,13,32,16,32,1,
20200,1745625516,65,,Aggregated,10.5,0.0,28.0,39.0,55.0,71.0,230.0,610.0,1100.0,1500.0,1600.0,1600.0,1600.0,1899,90,28.0,111.7215277514408,8.923999997932697,1639.5430000011402,116.2664560294892,13,32,16,32,1,
20300,1745625622,22,,Aggregated,3.2,0.0,640.0,800.0,910.0,1000.0,1200.0,1500.0,2100.0,2200.0,2300.0,2300.0,2300.0,1136,780,640.0,620.2879927816604,14.297400000941709,2294.481900000392,134.39172535211267,14,128,2,128,8,
20400,1745625726,22,,Aggregated,41.6,38.0,300.0,400.0,500.0,570.0,720.0,800.0,850.0,930.0,1100.0,1100.0,1100.0,682,576,300.0,356.2710197947929,18.36140000159503,1061.920999996801,129.48387096774192,13,128,8,2,4,
20500,1745625827,22,,Aggregated,3.5,0.0,190.0,290.0,380.0,430.0,650.0,760.0,830.0,890.0,1000.0,1100.0,1100.0,1022,576,190.0,250.0266135029818,15.083700000104727,1061.920999996801,88.46771037181996,13,128,8,2,4,
20600,1745625932,464,,Aggregated,150.4,101.7,200.0,310.0,390.0,450.0,750.0,1200.0,1500.0,1700.0,2600.0,2700.0,2700.0,3952,1852,200.0,324.9680510374182,15.105499998753658,2696.5990999997302,121.376012145749,11,32,1,8,2,
20700,1745626041,497,,Aggregated,75.4,0.0,920.0,2000.0,2600.0,3000.0,4900.0,8400.0,14000.0,18000.0,19000.0,26000.0,27000.0,17214,8440,920.0,2061.7312076623634,11.91330000074231,27051.37560000003,104.5765655861508,11,32,1,8,2,
20800,1745626146,256,,Aggregated,38.9,0.0,40.0,56.0,80.0,99.0,150.0,210.0,250.0,260.0,350.0,360.0,360.0,2819,0,40.0,64.48673338065512,9.49190000028466,359.7315000006347,124.20113515431004,6,32,16,32,4,
20900,1745626247,256,,Aggregated,39.2,0.0,37.0,45.0,55.0,64.0,100.0,140.0,210.0,240.0,340.0,360.0,360.0,6716,0,37.0,50.8688431060103,9.49190000028466,359.7315000006347,136.45801072066706,6,32,16,32,4,
21000,1745626354,66,,Aggregated,10.1,0.0,430.0,740.0,1000.0,1200.0,1600.0,2000.0,2600.0,3100.0,3900.0,4000.0,4000.0,3014,1874,430.0,647.3788226277069,9.038699998200173,4020.065500000783,98.56602521566025,16,8,128,8,128,
